INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222009018,2657,,VIOLATION - CITY ORDINANCE,A1,116,0,2022-02-07 18:10:00,2022,2,Monday,18,,HUDSON ST,42.34976401607223,-71.06045076420118,"(42.34976401607223, -71.06045076420118)"
222009291,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,0,2022-01-28 18:03:00,2022,1,Friday,18,,BELLVISTA RD,42.34638021427772,-71.13804496418612,"(42.34638021427772, -71.13804496418612)"
222004375,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,278,0,2022-01-20 06:30:00,2022,1,Thursday,6,,ALBANY ST,42.33076941683259,-71.07766482167878,"(42.33076941683259, -71.07766482167878)"
222015909,3115,,INVESTIGATE PERSON,B2,329,0,2022-03-06 20:40:00,2022,3,Sunday,20,,DEVON ST,42.30927790374444,-71.0786879089706,"(42.30927790374444, -71.0786879089706)"
222007789,423,,ASSAULT - AGGRAVATED,D14, ,0,2022-02-02 20:53:00,2022,2,Wednesday,20,,HARRY AGGANIS WAY,42.352947754471984,-71.11822083545054,"(42.352947754471984, -71.11822083545054)"
222011229,3115,,INVESTIGATE PERSON,D14,778,0,2022-02-16 00:11:00,2022,2,Wednesday,0,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222023222,1831,,SICK ASSIST,A7, ,0,2022-04-03 11:51:00,2022,4,Sunday,11,,MAVERICK SQ,42.36943145185906,-71.03917178493822,"(42.36943145185906, -71.03917178493822)"
222001541,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7, ,0,2022-01-08 05:14:00,2022,1,Saturday,5,,SARATOGA ST,42.38208102056486,-71.02170103370688,"(42.38208102056486, -71.02170103370688)"
222006770,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,C6, ,0,2022-01-29 21:20:00,2022,1,Saturday,21,,SEAPORT BLVD,42.35265112090708,-71.04757739449768,"(42.352651120907076, -71.04757739449768)"
222004950,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4, ,0,2022-01-22 17:22:00,2022,1,Saturday,17,,NORTHAMPTON ST,42.333951248393774,-71.07538938822692,"(42.333951248393774, -71.07538938822692)"
222014390,1831,,SICK ASSIST,C11, ,0,2022-02-28 21:54:00,2022,2,Monday,21,,BELLEVUE ST,42.3098322844905,-71.06817321686448,"(42.309832284490504, -71.06817321686448)"
222005923,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2022-01-26 13:30:00,2022,1,Wednesday,13,,"BLUE HILL AVE & COLUMBIA RD
DORCHESTER  MA 02121
U",42.30339098744011,-71.0852719820049,"(42.30339098744011, -71.0852719820049)"
222014241,1402,,VANDALISM,C6,200,0,2022-02-27 18:00:00,2022,2,Sunday,18,,W BROADWAY,42.34128750439044,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
222023574,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,200,0,2022-03-31 08:00:00,2022,3,Thursday,8,,W BROADWAY,42.34128750439044,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
222003352,3502,,MISSING PERSON - LOCATED,C11, ,0,2022-01-16 10:53:00,2022,1,Sunday,10,,ASHMONT ST,42.28519773791394,-71.06775109770543,"(42.28519773791394, -71.06775109770543)"
222015802,3115,,INVESTIGATE PERSON,B3, ,0,2022-03-06 11:11:00,2022,3,Sunday,11,,FLOYD ST,42.28952852335456,-71.08851422250991,"(42.28952852335456, -71.08851422250991)"
222019226,613,,LARCENY SHOPLIFTING,D4, ,0,2022-03-18 15:22:00,2022,3,Friday,15,,HUNTINGTON AVE,42.34797239824585,-71.07849581587274,"(42.34797239824585, -71.07849581587274)"
222010855,3112,,LANDLORD - TENANT,B2,282,0,2022-02-14 16:00:00,2022,2,Monday,16,,SAINT JAMES STREET,0.0,0.0,"(0, 0)"
222016786,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2022-03-10 10:17:00,2022,3,Thursday,10,,"CEDAR ST & TERRACE ST
ROXBURY  MA 02120
UNITED STA",42.32858398995724,-71.09814204211047,"(42.32858398995724, -71.09814204211047)"
222014202,3001,,DEATH INVESTIGATION,C6, ,0,2022-02-28 09:58:00,2022,2,Monday,9,,MASSACHUSETTS AVE,42.33152148278479,-71.0708530659426,"(42.33152148278479, -71.0708530659426)"
222017294,619,,LARCENY ALL OTHERS,C6, ,0,2022-03-11 23:17:00,2022,3,Friday,23,,MASSACHUSETTS AVE,42.33152148278479,-71.0708530659426,"(42.33152148278479, -71.0708530659426)"
222006974,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2, ,0,2022-01-31 02:11:00,2022,1,Monday,2,,"SEAVER ST & ELM HILL AVE
ROXBURY  MA 02121
UNITED ",42.307623036404,-71.08903397733899,"(42.307623036403996, -71.08903397733899)"
222018214,619,,LARCENY ALL OTHERS,C11,355,0,2022-03-15 17:20:00,2022,3,Tuesday,17,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222012683,3125,,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),D4, ,0,2022-02-21 17:30:00,2022,2,Monday,17,,RING RD,42.3481315830497,-71.08027001562783,"(42.3481315830497, -71.08027001562783)"
222022607,3111,,LICENSE PREMISE VIOLATION,D14,796,0,2022-03-31 21:56:00,2022,3,Thursday,21,,HARVARD AVE,42.35085371116755,-71.13125747198826,"(42.35085371116755, -71.13125747198826)"
222014336,3115,,INVESTIGATE PERSON,A7,28,0,2022-01-24 14:00:00,2022,1,Monday,14,,PARIS ST,42.3708180467024,-71.03929078135145,"(42.3708180467024, -71.03929078135145)"
222007339,613,,LARCENY SHOPLIFTING,A1, ,0,2022-02-01 11:38:00,2022,2,Tuesday,11,,WASHINGTON ST,42.35512339036804,-71.06087979851635,"(42.355123390368036, -71.06087979851635)"
222012810,3114,,INVESTIGATE PROPERTY,D14, ,0,2022-02-18 17:30:00,2022,2,Friday,17,,HARVARD AVE,42.349667513419874,-71.13048677758938,"(42.349667513419874, -71.13048677758938)"
222004272,801,,ASSAULT - SIMPLE,B2,588,0,2022-01-20 00:00:00,2022,1,Thursday,0,,TREMONT ST,42.33174861485478,-71.09694067798385,"(42.33174861485478, -71.09694067798385)"
222009766,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11,247,0,2022-02-10 14:20:00,2022,2,Thursday,14,,DORCHESTER AVE,42.31322413144176,-71.05715277240792,"(42.313224131441764, -71.05715277240792)"
222019206,423,,ASSAULT - AGGRAVATED,D4, ,0,2022-03-19 12:31:00,2022,3,Saturday,12,,HARRISON AVE,42.33455373593907,-71.07560801275244,"(42.33455373593907, -71.07560801275244)"
222002252,3001,,DEATH INVESTIGATION,C6, ,0,2022-01-11 19:40:00,2022,1,Tuesday,19,,SOUTHAMPTON ST,42.33091639708705,-71.06415105771896,"(42.33091639708705, -71.06415105771896)"
222016320,3410,,TOWED MOTOR VEHICLE,B3, ,0,2022-03-08 12:07:00,2022,3,Tuesday,12,,"BLUE HILL AVE & DEERING RD
MATTAPAN  MA 02126
UNIT",42.28351000082394,-71.0918110095984,"(42.28351000082394, -71.0918110095984)"
222022718,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,0,2022-03-31 09:00:00,2022,3,Thursday,9,,EASTON ST,42.35909187231106,-71.13251632981797,"(42.35909187231106, -71.13251632981797)"
222005359,3201,,PROPERTY - LOST/ MISSING,A1,69,0,2022-01-24 11:00:00,2022,1,Monday,11,,"BEACON ST & CHARLES ST
BOSTON  MA 02116
UNITED STA",42.35606900894744,-71.06984804631188,"(42.356069008947436, -71.06984804631188)"
222024667,3115,,INVESTIGATE PERSON,A7, ,0,2022-04-08 16:04:00,2022,4,Friday,16,,"LONDON ST & PORTER ST
EAST BOSTON  MA 02128
UNITED",42.374322040476514,-71.03780297030556,"(42.374322040476514, -71.03780297030556)"
222019361,1831,,SICK ASSIST,B2, ,0,2022-03-19 23:53:00,2022,3,Saturday,23,,"QUINCY ST & CEYLON ST
DORCHESTER  MA 02121
UNITED ",42.31198698954904,-71.07194994885913,"(42.311986989549034, -71.07194994885913)"
222005861,3410,,TOWED MOTOR VEHICLE,D14,784,0,2022-01-26 09:09:00,2022,1,Wednesday,9,,JETTE CT,42.34682749921356,-71.14319086479756,"(42.34682749921356, -71.14319086479756)"
222017465,3114,,INVESTIGATE PROPERTY,A1,61,0,2022-03-12 18:00:00,2022,3,Saturday,18,,LEGENDS WAY,42.36643546331782,-71.06135412537031,"(42.36643546331782, -71.06135412537031)"
222021770,1402,,VANDALISM,D14, ,0,2022-03-28 21:40:00,2022,3,Monday,21,,COMMONWEALTH AVE,42.351705713874026,-71.11989955508469,"(42.351705713874026, -71.11989955508469)"
222018806,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2, ,0,2022-03-18 00:49:00,2022,3,Friday,0,,MCGREEVEY WAY,42.33528036794274,-71.0987126025212,"(42.33528036794274, -71.0987126025212)"
222010127,1831,,SICK ASSIST,D4, ,0,2022-02-11 16:16:00,2022,2,Friday,16,,HARRISON AVE,42.34329794595815,-71.06458096424923,"(42.34329794595815, -71.06458096424923)"
222024415,801,,ASSAULT - SIMPLE,C6,200,0,2022-04-07 15:00:00,2022,4,Thursday,15,,W BROADWAY,42.34128750439044,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
222012823,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4, ,0,2022-02-22 12:30:00,2022,2,Tuesday,12,,ALBANY ST,42.333184490911954,-71.07393881002383,"(42.333184490911954, -71.07393881002383)"
222020083,3115,,INVESTIGATE PERSON,C6, ,0,2022-03-22 17:19:00,2022,3,Tuesday,17,,"SOUTHAMPTON ST & ATKINSON ST
ROXBURY  MA 02118
UNI",42.33189795778704,-71.06908204191207,"(42.33189795778704, -71.06908204191207)"
222004503,724,,AUTO THEFT,D14, ,0,2022-01-21 01:50:00,2022,1,Friday,1,,COMMONWEALTH AVE,42.35073963164991,-71.13047909410511,"(42.35073963164991, -71.13047909410511)"
222007332,1831,,SICK ASSIST,D4, ,0,2022-02-01 10:59:00,2022,2,Tuesday,10,,WARREN AVE,42.34453911223128,-71.07358770006816,"(42.344539112231274, -71.07358770006816)"
222007387,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,2022-02-01 05:40:00,2022,2,Tuesday,5,,"WASHINGTON ST & RICHMOND ST
DORCHESTER  MA 02126
U",42.273569953963055,-71.07005694759826,"(42.273569953963055, -71.07005694759826)"
222006626,1831,,SICK ASSIST,B2, ,0,2022-01-29 02:45:00,2022,1,Saturday,2,,"WARREN ST & DECKARD ST
ROXBURY  MA 02121
UNITED ST",42.31537701825104,-71.08330400679746,"(42.31537701825104, -71.08330400679746)"
222012634,1107,,FRAUD - IMPERSONATION,A15,41,0,2022-02-18 08:00:00,2022,2,Friday,8,,VINE ST,42.37663166813234,-71.05593195497872,"(42.37663166813234, -71.05593195497872)"
222000760,1402,,VANDALISM,C11,355,0,2022-01-03 18:00:00,2022,1,Monday,18,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222013353,613,,LARCENY SHOPLIFTING,D4, ,0,2022-02-24 12:54:00,2022,2,Thursday,12,,NEWBURY ST,42.34999732725388,-71.08103440327558,"(42.34999732725388, -71.08103440327558)"
222009635,3114,,INVESTIGATE PROPERTY,D14,752,0,2022-02-10 04:26:00,2022,2,Thursday,4,,WASHINGTON ST,42.35042608570896,-71.16637331934788,"(42.35042608570896, -71.16637331934788)"
222017841,2907,,VAL - OPERATING AFTER REV/SUSP.,B2, ,0,2022-03-14 13:23:00,2022,3,Monday,13,,WARREN ST,42.32026820533607,-71.0815049425355,"(42.32026820533607, -71.0815049425355)"
222007688,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14, ,0,2022-02-02 16:24:00,2022,2,Wednesday,16,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222008611,3410,,TOWED MOTOR VEHICLE,C6, ,0,2022-02-06 00:45:00,2022,2,Sunday,0,,WASHBURN ST,42.325600478908086,-71.05761263931073,"(42.325600478908086, -71.05761263931073)"
222004657,1831,,SICK ASSIST,D14, ,0,2022-01-21 15:40:00,2022,1,Friday,15,,SHANLEY ST,42.34846398113033,-71.15814967179068,"(42.34846398113033, -71.15814967179068)"
222015313,3115,,INVESTIGATE PERSON,B2,289,0,2022-03-04 09:00:00,2022,3,Friday,9,,SCHROEDER PLAZA,0.0,0.0,"(0, 0)"
222015205,3301,,VERBAL DISPUTE,B2, ,0,2022-03-04 01:07:00,2022,3,Friday,1,,WOODWARD PARK ST,42.31862925779492,-71.07271364642999,"(42.31862925779492, -71.07271364642999)"
222012775,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,301,0,2022-02-21 18:30:00,2022,2,Monday,18,,"CENTRE ST & CEDAR ST
BOSTON  MA 02119
UNITED STATE",42.3276600310075,-71.09562997409279,"(42.3276600310075, -71.09562997409279)"
222000047,2662,,BALLISTICS EVIDENCE/FOUND,B3, ,1,2022-01-01 03:31:00,2022,1,Saturday,3,,W SELDEN ST,42.2747319578095,-71.08831325442068,"(42.2747319578095, -71.08831325442068)"
222009578,3115,,INVESTIGATE PERSON,D4, ,0,2022-02-09 20:20:00,2022,2,Wednesday,20,,HUNTINGTON AVE,42.34613086531007,-71.08094438512177,"(42.346130865310066, -71.08094438512177)"
222010126,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2022-02-10 12:30:00,2022,2,Thursday,12,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222005598,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2, ,0,2022-01-25 11:02:00,2022,1,Tuesday,11,,HUMBOLDT AVE,42.31153553480922,-71.09079222523481,"(42.31153553480922, -71.09079222523481)"
222012199,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2022-02-18 20:00:00,2022,2,Friday,20,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222006463,801,,ASSAULT - SIMPLE,B2, ,0,2022-01-28 15:40:00,2022,1,Friday,15,,TREMONT ST,42.332349132501975,-71.09324099445529,"(42.332349132501975, -71.09324099445529)"
222013474,3115,,INVESTIGATE PERSON,C11, ,0,2022-02-24 19:28:00,2022,2,Thursday,19,,ALPHA RD,42.29581546060902,-71.06884734461791,"(42.29581546060902, -71.06884734461791)"
222013382,1107,,FRAUD - IMPERSONATION,B3,408,0,2022-02-24 15:54:00,2022,2,Thursday,15,,STURBRIDGE ST,42.2718223759161,-71.074085873085,"(42.2718223759161, -71.074085873085)"
222014784,3115,,INVESTIGATE PERSON,D4, ,0,2022-03-02 13:17:00,2022,3,Wednesday,13,,HUNTINGTON AVE,42.34797239824585,-71.07849581587274,"(42.34797239824585, -71.07849581587274)"
222010860,1831,,SICK ASSIST,D4, ,0,2022-02-14 15:38:00,2022,2,Monday,15,,AGUADILLA ST,42.34189304176827,-71.07408311947468,"(42.34189304176827, -71.07408311947468)"
222012241,619,,LARCENY ALL OTHERS,E18,533,0,2022-02-18 23:00:00,2022,2,Friday,23,,READVILLE ST,42.244299442083545,-71.1336867554723,"(42.244299442083545, -71.1336867554723)"
222002975,3821,,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,B3,465,0,2022-01-14 14:50:00,2022,1,Friday,14,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222016290,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,A7,28,0,2022-03-05 23:30:00,2022,3,Saturday,23,,PARIS ST,42.3708180467024,-71.03929078135145,"(42.3708180467024, -71.03929078135145)"
222003010,3115,,INVESTIGATE PERSON,E5, ,0,2022-01-14 16:57:00,2022,1,Friday,16,,CENTRE ST,42.28397189738181,-71.15689089135782,"(42.283971897381804, -71.15689089135782)"
222005255,3410,,TOWED MOTOR VEHICLE,C11, ,0,2022-01-23 21:28:00,2022,1,Sunday,21,,TREADWAY RD,42.31323305566609,-71.05813011016708,"(42.31323305566609, -71.05813011016708)"
222017838,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,339,0,2022-03-14 10:00:00,2022,3,Monday,10,,HANCOCK ST,42.30923300021321,-71.0595359994509,"(42.30923300021321, -71.0595359994509)"
222010583,3115,,INVESTIGATE PERSON,E18, ,0,2022-02-13 11:55:00,2022,2,Sunday,11,,METROPOLITAN AVE,42.26209213592829,-71.11670963617405,"(42.26209213592829, -71.11670963617405)"
222009497,2670,,HARASSMENT/ CRIMINAL HARASSMENT,C11,355,0,2022-02-09 00:32:00,2022,2,Wednesday,0,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222022235,1402,,VANDALISM,D14,795,0,2022-01-29 00:00:00,2022,1,Saturday,0,,CAMBRIDGE ST,42.35309968118855,-71.13866876583843,"(42.35309968118855, -71.13866876583843)"
222020191,520,,BURGLARY - RESIDENTIAL,B2, ,0,2022-03-23 06:59:00,2022,3,Wednesday,6,,BLUE HILL AVE,42.31709355046751,-71.07802976841748,"(42.31709355046751, -71.07802976841748)"
222023625,423,,ASSAULT - AGGRAVATED,E5,691,0,2022-03-26 17:30:00,2022,3,Saturday,17,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
222005480,801,,ASSAULT - SIMPLE,C11, ,0,2022-01-24 19:27:00,2022,1,Monday,19,,CENTRE ST,42.29156263594612,-71.06713211337788,"(42.29156263594612, -71.06713211337788)"
222019667,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,0,2022-03-21 08:49:00,2022,3,Monday,8,,STRATTON ST,42.29017432140568,-71.08808524853369,"(42.29017432140568, -71.08808524853369)"
222005605,1102,,FRAUD - FALSE PRETENSE / SCHEME,A1,77,0,2022-01-24 00:00:00,2022,1,Monday,0,,SUDBURY ST,0.0,0.0,"(0, 0)"
222014291,3125,,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),A1, ,0,2022-02-28 14:53:00,2022,2,Monday,14,,BOWDOIN ST,42.36038172517122,-71.06285768482353,"(42.36038172517122, -71.06285768482353)"
222008290,423,,ASSAULT - AGGRAVATED,C11,355,0,2022-02-04 17:50:00,2022,2,Friday,17,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222023047,3501,,MISSING PERSON,D4, ,0,2022-04-02 15:43:00,2022,4,Saturday,15,,HARRISON AVE,42.34329794595815,-71.06458096424923,"(42.34329794595815, -71.06458096424923)"
222009258,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,E18, ,0,2022-02-08 16:26:00,2022,2,Tuesday,16,,FAIRMOUNT AVE,42.25456379817352,-71.11998513059977,"(42.254563798173514, -71.11998513059977)"
222007143,1831,,SICK ASSIST,A7, ,0,2022-01-31 16:25:00,2022,1,Monday,16,,SUMNER ST,42.37026131754564,-71.0429004749343,"(42.37026131754564, -71.0429004749343)"
222021683,613,,LARCENY SHOPLIFTING,A1,77,0,2022-03-28 16:47:00,2022,3,Monday,16,,SUDBURY ST,0.0,0.0,"(0, 0)"
222006467,724,,AUTO THEFT,D14,778,0,2022-01-28 00:00:00,2022,1,Friday,0,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222019820,520,,BURGLARY - RESIDENTIAL,E13, ,0,2022-03-21 17:54:00,2022,3,Monday,17,,MORTON ST,42.30056444371525,-71.11016790927228,"(42.30056444371525, -71.11016790927228)"
222014444,3410,,TOWED MOTOR VEHICLE,B3, ,0,2022-03-01 09:30:00,2022,3,Tuesday,9,,HOSMER ST,42.28079658122844,-71.09039723562948,"(42.28079658122844, -71.09039723562948)"
222022246,3201,,PROPERTY - LOST/ MISSING,E18,532,0,2022-03-23 09:00:00,2022,3,Wednesday,9,,NORTON ST,42.24326801491103,-71.13767524150535,"(42.24326801491103, -71.13767524150535)"
222022757,617,,LARCENY THEFT FROM BUILDING,C11, ,0,2022-03-31 17:00:00,2022,3,Thursday,17,,REGINA RD,42.29524856741237,-71.07108773027319,"(42.29524856741237, -71.07108773027319)"
222016408,1831,,SICK ASSIST,E13, ,0,2022-03-08 17:36:00,2022,3,Tuesday,17,,SOUTHBOURNE RD,42.28981485753005,-71.11767828112077,"(42.289814857530054, -71.11767828112077)"
222010861,3301,,VERBAL DISPUTE,C11, ,0,2022-02-14 16:09:00,2022,2,Monday,16,,HAMILTON ST,42.30658654910032,-71.06747888902795,"(42.306586549100324, -71.06747888902795)"
222014009,3410,,TOWED MOTOR VEHICLE,D4, ,0,2022-02-27 11:59:00,2022,2,Sunday,11,,MARLBOROUGH ST,42.35373104308227,-71.07548928859408,"(42.35373104308227, -71.07548928859408)"
222009991,3115,,INVESTIGATE PERSON,C11,355,0,2022-02-11 08:20:00,2022,2,Friday,8,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222023023,3001,,DEATH INVESTIGATION,C11, ,0,2022-04-02 12:17:00,2022,4,Saturday,12,,ADAMS ST,42.27113353138984,-71.06819173370228,"(42.27113353138984, -71.06819173370228)"
222015596,1001,,FORGERY / COUNTERFEITING,E5,691,0,2022-03-05 13:46:00,2022,3,Saturday,13,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
222000858,1402,,VANDALISM,B2,297,0,2022-01-03 22:15:00,2022,1,Monday,22,,SHERMAN ST,42.321273413057305,-71.08287530925358,"(42.321273413057305, -71.08287530925358)"
222000072,3114,,INVESTIGATE PROPERTY,C11, ,1,2022-01-01 05:02:00,2022,1,Saturday,5,,BULLARD ST,42.30175852716157,-71.07462979750593,"(42.301758527161574, -71.07462979750593)"
222000588,423,,ASSAULT - AGGRAVATED,E5, ,0,2022-01-03 17:35:00,2022,1,Monday,17,,WASHINGTON ST,42.275817991609685,-71.13991259250876,"(42.275817991609685, -71.13991259250876)"
222008145,1402,,VANDALISM,C11,337,0,2022-02-03 19:30:00,2022,2,Thursday,19,,VAUGHAN AVENUE,0.0,0.0,"(0, 0)"
222019267,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11, ,0,2022-03-19 17:18:00,2022,3,Saturday,17,,"LINCOLN ST & ADAMS ST
DORCHESTER  MA 02122
UNITED ",42.299988968937406,-71.05881404603493,"(42.299988968937406, -71.05881404603493)"
222009010,613,,LARCENY SHOPLIFTING,D4,619,0,2022-02-07 16:14:00,2022,2,Monday,16,,MASSACHUSETTS AVE,42.34439568415443,-71.08632016344815,"(42.34439568415443, -71.08632016344815)"
222019488,3115,,INVESTIGATE PERSON,C6, ,0,2022-03-20 15:09:00,2022,3,Sunday,15,,ALLSTATE RD,42.32809966041151,-71.06321676048991,"(42.32809966041151, -71.06321676048991)"
222008320,3115,,INVESTIGATE PERSON,E13, ,0,2022-02-04 19:06:00,2022,2,Friday,19,,WALNUT PARK,42.31451478938523,-71.0947082029948,"(42.31451478938523, -71.0947082029948)"
222002296,3410,,TOWED MOTOR VEHICLE,D14, ,0,2022-01-12 00:05:00,2022,1,Wednesday,0,,COMMONWEALTH AVE,42.348664883669045,-71.13885317888634,"(42.348664883669045, -71.13885317888634)"
222017317,1831,,SICK ASSIST,C11,254,0,2022-03-12 01:40:00,2022,3,Saturday,1,,DORCHESTER AVE,42.30782845638701,-71.05837473978764,"(42.30782845638701, -71.05837473978764)"
222001131,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A7, ,0,2022-01-06 00:10:00,2022,1,Thursday,0,,PARIS ST,42.374426972205306,-71.03527876301989,"(42.374426972205306, -71.03527876301989)"
222006596,3821,,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,A1, ,0,2022-01-29 00:28:00,2022,1,Saturday,0,,"HARRISON AVE & KNEELAND ST
BOSTON  MA 02111
UNITED",42.35062202228326,-71.06151702145264,"(42.35062202228326, -71.06151702145264)"
222012427,3006,,SICK/INJURED/MEDICAL - PERSON,B2, ,0,2022-02-20 15:05:00,2022,2,Sunday,15,,"MELNEA CASS BLVD & HAMPDEN ST
ROXBURY  MA 02119
UN",42.33117802433381,-71.07482102241434,"(42.33117802433381, -71.07482102241434)"
222007991,3801,,M/V ACCIDENT - OTHER,E5, ,0,2022-02-03 15:28:00,2022,2,Thursday,15,,"WILLOW ST & CENTRE ST
WEST ROXBURY  MA 02132
UNITE",42.28752201134642,-71.15219296356489,"(42.28752201134642, -71.15219296356489)"
222008606,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14, ,0,2022-02-05 23:31:00,2022,2,Saturday,23,,COMMONWEALTH AVE,42.33819348782436,-71.15278773553001,"(42.33819348782436, -71.15278773553001)"
222021427,613,,LARCENY SHOPLIFTING,E5, ,0,2022-03-27 17:36:00,2022,3,Sunday,17,,SPRING ST,42.27757964153967,-71.16274799376747,"(42.27757964153967, -71.16274799376747)"
222023342,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2, ,0,2022-04-03 21:13:00,2022,4,Sunday,21,,VINING ST & FENWOOD RD,42.33533898472062,-71.10802503593574,"(42.33533898472062, -71.10802503593574)"
222022922,1831,,SICK ASSIST,C6, ,0,2022-04-02 01:46:00,2022,4,Saturday,1,,SEAPORT BLVD,42.35275616772714,-71.04748127479294,"(42.352756167727144, -71.04748127479294)"
222012744,3114,,INVESTIGATE PROPERTY,C11, ,0,2022-02-21 23:10:00,2022,2,Monday,23,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222016095,724,,AUTO THEFT,A1,117,0,2022-03-07 15:13:00,2022,3,Monday,15,,HARRISON AVE,42.35115525446263,-71.0613058928095,"(42.35115525446263, -71.0613058928095)"
222006383,3201,,PROPERTY - LOST/ MISSING,A7,28,0,2022-01-27 19:00:00,2022,1,Thursday,19,,PARIS ST,42.3708180467024,-71.03929078135145,"(42.3708180467024, -71.03929078135145)"
222015341,619,,LARCENY ALL OTHERS,D14,778,0,2022-03-01 12:00:00,2022,3,Tuesday,12,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222004309,1109,,FRAUD - WIRE,B3,465,0,2022-01-20 12:15:00,2022,1,Thursday,12,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222021261,3006,,SICK/INJURED/MEDICAL - PERSON,D4, ,0,2022-03-26 23:06:00,2022,3,Saturday,23,,DARTMOUTH ST,42.350695374445706,-71.07763999372608,"(42.350695374445706, -71.07763999372608)"
222000941,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2022-01-04 13:00:00,2022,1,Tuesday,13,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222005189,2905,,VAL - VIOLATION OF AUTO LAW,External, ,0,2022-01-23 17:24:00,2022,1,Sunday,17,,MASSACHUSETTS AVENUE CONNECTOR,0.0,0.0,"(0, 0)"
222002886,3115,,INVESTIGATE PERSON,A7, ,0,2022-01-14 09:42:00,2022,1,Friday,9,,MERIDIAN ST,42.38073880613871,-71.0392558319189,"(42.38073880613871, -71.0392558319189)"
